date,state,fips,cases,deaths,daily case,daily death
5/21/2020,South Carolina,45,9379,416,204,9
5/20/2020,South Carolina,45,9175,407,119,8
5/19/2020,South Carolina,45,9056,399,114,8
5/18/2020,South Carolina,45,8942,391,126,6
5/17/2020,South Carolina,45,8816,385,155,5
5/16/2020,South Carolina,45,8661,380,254,0
5/15/2020,South Carolina,45,8407,380,218,9
5/14/2020,South Carolina,45,8189,371,159,9
5/13/2020,South Carolina,45,8030,362,103,7
5/12/2020,South Carolina,45,7927,355,135,9
5/11/2020,South Carolina,45,7792,346,139,15
5/10/2020,South Carolina,45,7653,331,122,1
5/9/2020,South Carolina,45,7531,330,164,10
5/8/2020,South Carolina,45,7367,320,225,4
5/7/2020,South Carolina,45,7142,316,206,11
5/6/2020,South Carolina,45,6936,305,95,9
5/5/2020,South Carolina,45,6841,296,84,13
5/4/2020,South Carolina,45,6757,283,131,8
5/3/2020,South Carolina,45,6626,275,137,8
5/2/2020,South Carolina,45,6489,267,231,11
5/1/2020,South Carolina,45,6258,256,163,12
4/30/2020,South Carolina,45,6095,244,214,12
4/29/2020,South Carolina,45,5881,232,146,40
4/28/2020,South Carolina,45,5735,192,122,15
4/27/2020,South Carolina,45,5613,177,123,3
4/26/2020,South Carolina,45,5490,174,237,8
4/25/2020,South Carolina,45,5253,166,183,9
4/24/2020,South Carolina,45,5070,157,153,7
4/23/2020,South Carolina,45,4917,150,156,10
4/22/2020,South Carolina,45,4761,140,153,5
4/21/2020,South Carolina,45,4608,135,169,11
4/20/2020,South Carolina,45,4439,124,62,4
4/19/2020,South Carolina,45,4377,120,131,1
4/18/2020,South Carolina,45,4246,119,160,3
4/17/2020,South Carolina,45,4086,116,155,7
4/16/2020,South Carolina,45,3931,109,275,2
4/15/2020,South Carolina,45,3656,107,103,10
4/14/2020,South Carolina,45,3553,97,114,10
4/13/2020,South Carolina,45,3439,87,120,5
4/12/2020,South Carolina,45,3319,82,112,2
4/11/2020,South Carolina,45,3207,80,142,8
4/10/2020,South Carolina,45,3065,72,273,5
4/9/2020,South Carolina,45,2792,67,240,4
4/8/2020,South Carolina,45,2552,63,135,12
4/7/2020,South Carolina,45,2417,51,185,3
4/6/2020,South Carolina,45,2232,48,183,4
4/5/2020,South Carolina,45,2049,44,132,4
4/4/2020,South Carolina,45,1917,40,217,6
4/3/2020,South Carolina,45,1700,34,146,3
4/2/2020,South Carolina,45,1554,31,261,5
4/1/2020,South Carolina,45,1293,26,210,4
3/31/2020,South Carolina,45,1083,22,158,4
3/30/2020,South Carolina,45,925,18,150,2
3/29/2020,South Carolina,45,775,16,114,1
3/28/2020,South Carolina,45,661,15,119,2
3/27/2020,South Carolina,45,542,13,86,4
3/26/2020,South Carolina,45,456,9,31,1
3/25/2020,South Carolina,45,425,8,83,0
3/24/2020,South Carolina,45,342,8,43,3
3/23/2020,South Carolina,45,299,5,105,2
3/22/2020,South Carolina,45,194,3,22,0
3/21/2020,South Carolina,45,172,3,46,0
3/20/2020,South Carolina,45,126,3,45,2
3/19/2020,South Carolina,45,81,1,21,0
3/18/2020,South Carolina,45,60,1,13,0
3/17/2020,South Carolina,45,47,1,14,0
3/16/2020,South Carolina,45,33,1,5,1
3/15/2020,South Carolina,45,28,0,9,0
3/14/2020,South Carolina,45,19,0,6,0
3/13/2020,South Carolina,45,13,0,1,0
3/12/2020,South Carolina,45,12,0,2,0
3/11/2020,South Carolina,45,10,0,1,0
3/10/2020,South Carolina,45,9,0,2,0
3/9/2020,South Carolina,45,7,0,1,0
3/8/2020,South Carolina,45,6,0,4,0
3/7/2020,South Carolina,45,2,0,0,0
3/6/2020,South Carolina,45,2,0,2,0
7/20/2020,South Dakota,46,7943,118,37,0
7/19/2020,South Dakota,46,7906,118,44,2
7/18/2020,South Dakota,46,7862,116,73,0
7/17/2020,South Dakota,46,7789,116,95,1
7/16/2020,South Dakota,46,7694,115,42,4
7/15/2020,South Dakota,46,7652,111,80,2
7/14/2020,South Dakota,46,7572,109,48,0
7/13/2020,South Dakota,46,7524,109,25,0
7/12/2020,South Dakota,46,7499,109,45,0
7/11/2020,South Dakota,46,7454,109,53,2
7/10/2020,South Dakota,46,7401,107,65,6
7/9/2020,South Dakota,46,7336,101,94,3
7/8/2020,South Dakota,46,7242,98,79,0
7/7/2020,South Dakota,46,7163,98,58,1
7/6/2020,South Dakota,46,7105,97,42,0
7/5/2020,South Dakota,46,7063,97,35,0
7/4/2020,South Dakota,46,7028,97,50,0
7/3/2020,South Dakota,46,6978,97,85,0
7/2/2020,South Dakota,46,6893,97,67,4
7/1/2020,South Dakota,46,6826,93,62,2
6/30/2020,South Dakota,46,6764,91,48,0
6/29/2020,South Dakota,46,6716,91,35,0
6/28/2020,South Dakota,46,6681,91,55,0
6/27/2020,South Dakota,46,6626,91,91,3
6/26/2020,South Dakota,46,6535,88,56,1
6/25/2020,South Dakota,46,6479,87,60,3
6/24/2020,South Dakota,46,6419,84,66,1
6/23/2020,South Dakota,46,6353,83,27,2
6/22/2020,South Dakota,46,6326,81,29,0
6/21/2020,South Dakota,46,6297,81,72,0
6/20/2020,South Dakota,46,6225,81,67,0
6/19/2020,South Dakota,46,6158,81,49,3
6/18/2020,South Dakota,46,6109,78,59,0
6/17/2020,South Dakota,46,6050,78,84,1
6/16/2020,South Dakota,46,5966,77,38,2
6/15/2020,South Dakota,46,5928,75,30,0
6/14/2020,South Dakota,46,5898,75,65,0
6/13/2020,South Dakota,46,5833,75,91,1
6/12/2020,South Dakota,46,5742,74,77,1
6/11/2020,South Dakota,46,5665,73,61,4
6/10/2020,South Dakota,46,5604,69,81,1
6/9/2020,South Dakota,46,5523,68,52,3
6/8/2020,South Dakota,46,5471,65,33,0
6/7/2020,South Dakota,46,5438,65,71,0
6/6/2020,South Dakota,46,5367,65,90,0
6/5/2020,South Dakota,46,5277,65,30,1
6/4/2020,South Dakota,46,5247,64,86,2
6/3/2020,South Dakota,46,5161,62,95,0
6/2/2020,South Dakota,46,5066,62,32,0
6/1/2020,South Dakota,46,5034,62,41,0
5/31/2020,South Dakota,46,4993,62,33,0
5/30/2020,South Dakota,46,4960,62,94,3
5/29/2020,South Dakota,46,4866,59,73,5
5/28/2020,South Dakota,46,4793,54,83,0
5/27/2020,South Dakota,46,4710,54,57,4
5/26/2020,South Dakota,46,4653,50,67,0
5/25/2020,South Dakota,46,4586,50,23,0
5/24/2020,South Dakota,46,4563,50,95,0
5/23/2020,South Dakota,46,4468,50,112,0
5/22/2020,South Dakota,46,4356,50,179,3
5/21/2020,South Dakota,46,4177,47,0,1
5/20/2020,South Dakota,46,4177,46,92,0
5/19/2020,South Dakota,46,4085,46,58,2
5/18/2020,South Dakota,46,4027,44,40,0
5/17/2020,South Dakota,46,3987,44,28,0
5/16/2020,South Dakota,46,3959,44,72,0
5/15/2020,South Dakota,46,3887,44,95,1
5/14/2020,South Dakota,46,3792,43,60,4
5/13/2020,South Dakota,46,3732,39,69,0
5/12/2020,South Dakota,46,3663,39,49,5
5/11/2020,South Dakota,46,3614,34,97,0
5/10/2020,South Dakota,46,3517,34,124,0
5/9/2020,South Dakota,46,3393,34,249,3
5/8/2020,South Dakota,46,3144,31,239,0
5/7/2020,South Dakota,46,2905,31,126,2
5/6/2020,South Dakota,46,2779,29,59,5
5/5/2020,South Dakota,46,2720,24,53,3
5/4/2020,South Dakota,46,2667,21,37,0
5/3/2020,South Dakota,46,2630,21,43,0
5/2/2020,South Dakota,46,2587,21,62,0
5/1/2020,South Dakota,46,2525,21,75,4
4/30/2020,South Dakota,46,2450,17,75,4
4/29/2020,South Dakota,46,2375,13,61,2
4/28/2020,South Dakota,46,2314,11,68,0
4/27/2020,South Dakota,46,2246,11,33,0
4/26/2020,South Dakota,46,2213,11,66,1
4/25/2020,South Dakota,46,2147,10,107,0
4/24/2020,South Dakota,46,2040,10,84,1
4/23/2020,South Dakota,46,1956,9,98,0
4/22/2020,South Dakota,46,1858,9,103,1
4/21/2020,South Dakota,46,1755,8,70,1
4/20/2020,South Dakota,46,1685,7,50,0
4/19/2020,South Dakota,46,1635,7,94,0
4/18/2020,South Dakota,46,1541,7,130,0
4/17/2020,South Dakota,46,1411,7,100,0
4/16/2020,South Dakota,46,1311,7,143,1
4/15/2020,South Dakota,46,1168,6,181,0
4/14/2020,South Dakota,46,987,6,120,0
4/13/2020,South Dakota,46,867,6,138,0
4/12/2020,South Dakota,46,729,6,103,0
4/11/2020,South Dakota,46,626,6,90,0
4/10/2020,South Dakota,46,536,6,89,0
4/9/2020,South Dakota,46,447,6,54,0
4/8/2020,South Dakota,46,393,6,73,0
4/7/2020,South Dakota,46,320,6,32,2
4/6/2020,South Dakota,46,288,4,48,2
4/5/2020,South Dakota,46,240,2,28,0
4/4/2020,South Dakota,46,212,2,25,0
4/3/2020,South Dakota,46,187,2,22,0
4/2/2020,South Dakota,46,165,2,36,1
4/1/2020,South Dakota,46,129,1,22,0
3/31/2020,South Dakota,46,107,1,7,0
3/30/2020,South Dakota,46,100,1,10,0
3/29/2020,South Dakota,46,90,1,22,0
3/28/2020,South Dakota,46,68,1,10,0
3/27/2020,South Dakota,46,58,1,12,0
3/26/2020,South Dakota,46,46,1,5,0
3/25/2020,South Dakota,46,41,1,11,0
3/24/2020,South Dakota,46,30,1,2,0
3/23/2020,South Dakota,46,28,1,7,0
3/22/2020,South Dakota,46,21,1,7,0
3/21/2020,South Dakota,46,14,1,0,0
3/20/2020,South Dakota,46,14,1,0,0
3/19/2020,South Dakota,46,14,1,3,0
3/18/2020,South Dakota,46,11,1,0,0
3/17/2020,South Dakota,46,11,1,1,0
3/16/2020,South Dakota,46,10,1,1,0
3/15/2020,South Dakota,46,9,1,0,0
3/14/2020,South Dakota,46,9,1,0,0
3/13/2020,South Dakota,46,9,1,1,0
3/12/2020,South Dakota,46,8,1,0,0
3/11/2020,South Dakota,46,8,1,3,0
3/10/2020,South Dakota,46,5,1,5,1
7/20/2020,Tennessee,47,77944,838,1764,4
7/19/2020,Tennessee,47,76180,834,1662,6
7/18/2020,Tennessee,47,74518,828,2446,23
7/17/2020,Tennessee,47,72072,805,2245,19
7/16/2020,Tennessee,47,69827,786,2312,13
7/15/2020,Tennessee,47,67515,773,2103,16
7/14/2020,Tennessee,47,65412,757,1797,19
7/13/2020,Tennessee,47,63615,738,2509,7
7/12/2020,Tennessee,47,61106,731,1125,3
7/11/2020,Tennessee,47,59981,728,1757,15
7/10/2020,Tennessee,47,58224,713,1693,13
7/9/2020,Tennessee,47,56531,700,1775,22
7/8/2020,Tennessee,47,54756,678,2113,21
7/7/2020,Tennessee,47,52643,657,1134,11
7/6/2020,Tennessee,47,51509,646,1144,7
7/5/2020,Tennessee,47,50365,639,1133,9
7/4/2020,Tennessee,47,49232,630,1350,4
7/3/2020,Tennessee,47,47882,626,1706,14
7/2/2020,Tennessee,47,46176,612,1816,10
7/1/2020,Tennessee,47,44360,602,1545,5
6/30/2020,Tennessee,47,42815,597,1427,12
6/29/2020,Tennessee,47,41388,585,1443,8
6/28/2020,Tennessee,47,39945,577,132,0
6/27/2020,Tennessee,47,39813,577,1011,8
6/26/2020,Tennessee,47,38802,569,1107,11
6/25/2020,Tennessee,47,37695,558,873,10
6/24/2020,Tennessee,47,36822,548,804,13
6/23/2020,Tennessee,47,36018,535,763,10
6/22/2020,Tennessee,47,35255,525,536,6
6/21/2020,Tennessee,47,34719,519,496,3
6/20/2020,Tennessee,47,34223,516,620,8
6/19/2020,Tennessee,47,33603,508,999,4
6/18/2020,Tennessee,47,32604,504,492,11
6/17/2020,Tennessee,47,32112,493,489,6
6/16/2020,Tennessee,47,31623,487,678,10
6/15/2020,Tennessee,47,30945,477,771,10
6/14/2020,Tennessee,47,30174,467,558,2
6/13/2020,Tennessee,47,29616,465,398,4
6/12/2020,Tennessee,47,29218,461,452,20
6/11/2020,Tennessee,47,28766,441,387,5
6/10/2020,Tennessee,47,28379,436,514,6
6/9/2020,Tennessee,47,27865,430,648,13
6/8/2020,Tennessee,47,27217,417,406,3
6/7/2020,Tennessee,47,26811,414,452,1
6/6/2020,Tennessee,47,26359,413,560,8
6/5/2020,Tennessee,47,25799,405,425,4
6/4/2020,Tennessee,47,25374,401,350,15
6/3/2020,Tennessee,47,25024,386,526,8
6/2/2020,Tennessee,47,24498,378,1256,17
6/1/2020,Tennessee,47,23242,361,410,1
5/31/2020,Tennessee,47,22832,360,156,0
5/30/2020,Tennessee,47,22676,360,477,4
5/29/2020,Tennessee,47,22199,356,436,4
5/28/2020,Tennessee,47,21763,352,403,-1
5/27/2020,Tennessee,47,21360,353,400,14
5/26/2020,Tennessee,47,20960,339,427,5
5/25/2020,Tennessee,47,20533,334,417,2
5/24/2020,Tennessee,47,20116,332,351,7
5/23/2020,Tennessee,47,19765,325,401,10
5/22/2020,Tennessee,47,19364,315,394,2
5/21/2020,Tennessee,47,18970,313,436,4
5/20/2020,Tennessee,47,18534,309,233,8
5/19/2020,Tennessee,47,18301,301,534,5
5/18/2020,Tennessee,47,17767,296,376,3
5/17/2020,Tennessee,47,17391,293,187,1
5/16/2020,Tennessee,47,17204,292,287,4
5/15/2020,Tennessee,47,16917,288,329,4
5/14/2020,Tennessee,47,16588,284,327,13
5/13/2020,Tennessee,47,16261,271,484,7
5/12/2020,Tennessee,47,15777,264,354,16
5/11/2020,Tennessee,47,15423,248,363,6
5/10/2020,Tennessee,47,15060,242,385,1
5/9/2020,Tennessee,47,14675,241,399,1
5/8/2020,Tennessee,47,14276,240,168,2
5/7/2020,Tennessee,47,14108,238,371,1
5/6/2020,Tennessee,47,13737,237,182,12
5/5/2020,Tennessee,47,13555,225,272,9
5/4/2020,Tennessee,47,13283,216,412,5
5/3/2020,Tennessee,47,12871,211,495,1
5/2/2020,Tennessee,47,12376,210,595,5
5/1/2020,Tennessee,47,11781,205,1275,5
4/30/2020,Tennessee,47,10506,200,251,4
4/29/2020,Tennessee,47,10255,196,281,6
4/28/2020,Tennessee,47,9974,190,235,6
4/27/2020,Tennessee,47,9739,184,304,2
4/26/2020,Tennessee,47,9435,182,517,3
4/25/2020,Tennessee,47,8918,179,300,7
4/24/2020,Tennessee,47,8618,172,449,0
4/23/2020,Tennessee,47,8169,172,488,3
4/22/2020,Tennessee,47,7681,169,364,10
4/21/2020,Tennessee,47,7317,159,323,3
4/20/2020,Tennessee,47,6994,156,170,5
4/19/2020,Tennessee,47,6824,151,200,3
4/18/2020,Tennessee,47,6624,148,201,2
4/17/2020,Tennessee,47,6423,146,346,4
4/16/2020,Tennessee,47,6077,142,213,7
4/15/2020,Tennessee,47,5864,135,210,12
4/14/2020,Tennessee,47,5654,123,171,9
4/13/2020,Tennessee,47,5483,114,339,7
4/12/2020,Tennessee,47,5144,107,161,0
4/11/2020,Tennessee,47,4983,107,190,3
4/10/2020,Tennessee,47,4793,104,337,9
4/9/2020,Tennessee,47,4456,95,210,12
4/8/2020,Tennessee,47,4246,83,236,11
4/7/2020,Tennessee,47,4010,72,257,7
4/6/2020,Tennessee,47,3753,65,215,15
4/5/2020,Tennessee,47,3538,50,273,3
4/4/2020,Tennessee,47,3265,47,233,9
4/3/2020,Tennessee,47,3032,38,164,6
4/2/2020,Tennessee,47,2868,32,179,9
4/1/2020,Tennessee,47,2689,23,640,10
3/31/2020,Tennessee,47,2049,13,328,0
3/30/2020,Tennessee,47,1721,13,152,6
3/29/2020,Tennessee,47,1569,7,206,1
3/28/2020,Tennessee,47,1363,6,183,0
3/27/2020,Tennessee,47,1180,6,199,3
3/26/2020,Tennessee,47,981,3,175,0
3/25/2020,Tennessee,47,806,3,128,1
3/24/2020,Tennessee,47,678,2,156,0
3/23/2020,Tennessee,47,522,2,98,0
3/22/2020,Tennessee,47,424,2,112,0
3/21/2020,Tennessee,47,312,2,75,2
3/20/2020,Tennessee,47,237,0,82,0
3/19/2020,Tennessee,47,155,0,57,0
3/18/2020,Tennessee,47,98,0,25,0
3/17/2020,Tennessee,47,73,0,21,0
3/16/2020,Tennessee,47,52,0,13,0
3/15/2020,Tennessee,47,39,0,7,0
3/14/2020,Tennessee,47,32,0,6,0
3/13/2020,Tennessee,47,26,0,8,0
3/12/2020,Tennessee,47,18,0,10,0
3/11/2020,Tennessee,47,8,0,1,0
3/10/2020,Tennessee,47,7,0,3,0
3/9/2020,Tennessee,47,4,0,1,0
3/8/2020,Tennessee,47,3,0,2,0
3/7/2020,Tennessee,47,1,0,0,0
3/6/2020,Tennessee,47,1,0,0,0
3/5/2020,Tennessee,47,1,0,1,0
7/20/2020,Texas,48,345672,4160,7636,127
7/19/2020,Texas,48,338036,4033,7977,61
7/18/2020,Texas,48,330059,3972,8817,83
7/17/2020,Texas,48,321242,3889,9726,145
7/16/2020,Texas,48,311516,3744,15038,154
7/15/2020,Texas,48,296478,3590,11840,141
7/14/2020,Texas,48,284638,3449,10906,136
7/13/2020,Texas,48,273732,3313,8921,67
7/12/2020,Texas,48,264811,3246,6531,40
7/11/2020,Texas,48,258280,3206,8332,77
7/10/2020,Texas,48,249948,3129,9923,92
7/9/2020,Texas,48,240025,3037,10909,102
7/8/2020,Texas,48,229116,2935,9952,119
7/7/2020,Texas,48,219164,2816,9814,90
7/6/2020,Texas,48,209350,2726,9213,60
7/5/2020,Texas,48,200137,2666,4430,20
7/4/2020,Texas,48,195707,2646,6289,38
7/3/2020,Texas,48,189418,2608,7158,46
7/2/2020,Texas,48,182260,2562,7434,44
7/1/2020,Texas,48,174826,2518,8123,36
6/30/2020,Texas,48,166703,2482,7947,52
6/29/2020,Texas,48,158756,2430,6319,23
6/28/2020,Texas,48,152437,2407,3798,9
6/27/2020,Texas,48,148639,2398,6057,36
6/26/2020,Texas,48,142582,2362,5799,41
6/25/2020,Texas,48,136783,2321,5473,29
6/24/2020,Texas,48,131310,2292,6584,46
6/23/2020,Texas,48,124726,2246,5080,33
6/22/2020,Texas,48,119646,2213,4760,18
6/21/2020,Texas,48,114886,2195,3292,9
6/20/2020,Texas,48,111594,2186,4272,18
6/19/2020,Texas,48,107322,2168,4645,31
6/18/2020,Texas,48,102677,2137,3211,38
6/17/2020,Texas,48,99466,2099,3493,42
6/16/2020,Texas,48,95973,2057,4247,39
6/15/2020,Texas,48,91726,2018,2184,23
6/14/2020,Texas,48,89542,1995,1422,6
6/13/2020,Texas,48,88120,1989,2089,24
6/12/2020,Texas,48,86031,1965,2259,23
6/11/2020,Texas,48,83772,1942,2001,26
6/10/2020,Texas,48,81771,1916,2500,30
6/9/2020,Texas,48,79271,1886,1945,30
6/8/2020,Texas,48,77326,1856,1378,10
6/7/2020,Texas,48,75948,1846,871,6
6/6/2020,Texas,48,75077,1840,1754,19
6/5/2020,Texas,48,73323,1821,1993,28
6/4/2020,Texas,48,71330,1793,1784,27
6/3/2020,Texas,48,69546,1766,1580,34
6/2/2020,Texas,48,67966,1732,1885,37
6/1/2020,Texas,48,66081,1695,1107,12
5/31/2020,Texas,48,64974,1683,1578,7
5/30/2020,Texas,48,63396,1676,1323,31
5/29/2020,Texas,48,62073,1645,1253,27
5/28/2020,Texas,48,60820,1618,1715,20
5/27/2020,Texas,48,59105,1598,1532,46
5/26/2020,Texas,48,57573,1552,1083,16
5/25/2020,Texas,48,56490,1536,440,3
5/24/2020,Texas,48,56050,1533,599,11
5/23/2020,Texas,48,55451,1522,1082,24
5/22/2020,Texas,48,54369,1498,928,18
5/21/2020,Texas,48,53441,1480,1072,37
5/20/2020,Texas,48,52369,1443,1289,38
5/19/2020,Texas,48,51080,1405,1292,43
5/18/2020,Texas,48,49788,1362,960,6
5/17/2020,Texas,48,48828,1356,962,26
5/16/2020,Texas,48,47866,1330,879,30
5/15/2020,Texas,48,46987,1300,1818,44
5/14/2020,Texas,48,45169,1256,1347,51
5/13/2020,Texas,48,43822,1205,1474,36
5/12/2020,Texas,48,42348,1169,1360,32
5/11/2020,Texas,48,40988,1137,951,27
5/10/2020,Texas,48,40037,1110,1188,24
5/9/2020,Texas,48,38849,1086,906,27
5/8/2020,Texas,48,37943,1059,1261,43
5/7/2020,Texas,48,36682,1016,1241,31
5/6/2020,Texas,48,35441,985,1155,30
5/5/2020,Texas,48,34286,955,1152,41
5/4/2020,Texas,48,33134,914,835,24
5/3/2020,Texas,48,32299,890,866,15
5/2/2020,Texas,48,31433,875,1091,22
5/1/2020,Texas,48,30342,853,1270,25
4/30/2020,Texas,48,29072,828,1233,52
4/29/2020,Texas,48,27839,776,971,38
4/28/2020,Texas,48,26868,738,905,39
4/27/2020,Texas,48,25963,699,754,23
4/26/2020,Texas,48,25209,676,715,14
4/25/2020,Texas,48,24494,662,844,37
4/24/2020,Texas,48,23650,625,944,24
4/23/2020,Texas,48,22706,601,937,30
4/22/2020,Texas,48,21769,571,820,19
4/21/2020,Texas,48,20949,552,914,29
4/20/2020,Texas,48,20035,523,594,20
4/19/2020,Texas,48,19441,503,514,16
4/18/2020,Texas,48,18927,487,796,26
4/17/2020,Texas,48,18131,461,1203,33
4/16/2020,Texas,48,16928,428,822,33
4/15/2020,Texas,48,16106,395,803,30
4/14/2020,Texas,48,15303,365,816,45
4/13/2020,Texas,48,14487,320,711,32
4/12/2020,Texas,48,13776,288,568,23
4/11/2020,Texas,48,13208,265,917,16
4/10/2020,Texas,48,12291,249,919,21
4/9/2020,Texas,48,11372,228,1475,33
4/8/2020,Texas,48,9897,195,929,18
4/7/2020,Texas,48,8968,177,818,18
4/6/2020,Texas,48,8150,159,1033,23
4/5/2020,Texas,48,7117,136,551,12
4/4/2020,Texas,48,6566,124,793,26
4/3/2020,Texas,48,5773,98,821,18
4/2/2020,Texas,48,4952,80,550,15
4/1/2020,Texas,48,4402,65,814,8
3/31/2020,Texas,48,3588,57,523,11
3/30/2020,Texas,48,3065,46,343,11
3/29/2020,Texas,48,2722,35,341,5
3/28/2020,Texas,48,2381,30,410,5
3/27/2020,Texas,48,1971,25,429,4
3/26/2020,Texas,48,1542,21,410,8
3/25/2020,Texas,48,1132,13,275,2
3/24/2020,Texas,48,857,11,129,4
3/23/2020,Texas,48,728,7,89,0
3/22/2020,Texas,48,639,7,92,2
3/21/2020,Texas,48,547,5,161,0
3/20/2020,Texas,48,386,5,138,1
3/19/2020,Texas,48,248,4,82,2
3/18/2020,Texas,48,166,2,60,1
3/17/2020,Texas,48,106,1,19,0
3/16/2020,Texas,48,87,1,7,1
3/15/2020,Texas,48,80,0,11,0
3/14/2020,Texas,48,69,0,11,0
3/13/2020,Texas,48,58,0,17,0
3/12/2020,Texas,48,41,0,8,0
3/11/2020,Texas,48,33,0,2,0
3/10/2020,Texas,48,31,0,7,0
3/9/2020,Texas,48,24,0,1,0
3/8/2020,Texas,48,23,0,4,0
3/7/2020,Texas,48,19,0,0,0
3/6/2020,Texas,48,19,0,3,0
3/5/2020,Texas,48,16,0,4,0
3/4/2020,Texas,48,12,0,1,0
3/3/2020,Texas,48,11,0,0,0
3/2/2020,Texas,48,11,0,0,0
3/1/2020,Texas,48,11,0,0,0
2/29/2020,Texas,48,11,0,0,0
2/28/2020,Texas,48,11,0,1,0
2/27/2020,Texas,48,10,0,0,0
2/26/2020,Texas,48,10,0,0,0
2/25/2020,Texas,48,10,0,0,0
2/24/2020,Texas,48,10,0,6,0
2/23/2020,Texas,48,4,0,0,0
2/22/2020,Texas,48,4,0,0,0
2/21/2020,Texas,48,4,0,2,0
2/20/2020,Texas,48,2,0,0,0
2/19/2020,Texas,48,2,0,0,0
2/18/2020,Texas,48,2,0,0,0
2/17/2020,Texas,48,2,0,0,0
2/16/2020,Texas,48,2,0,0,0
2/15/2020,Texas,48,2,0,0,0
2/14/2020,Texas,48,2,0,0,0
2/13/2020,Texas,48,2,0,1,0
2/12/2020,Texas,48,1,0,1,0
7/20/2020,Utah,49,34526,249,409,6
7/19/2020,Utah,49,34117,243,687,0
7/18/2020,Utah,49,33430,243,858,5
7/17/2020,Utah,49,32572,238,664,4
7/16/2020,Utah,49,31908,234,680,1
7/15/2020,Utah,49,31228,233,454,7
7/14/2020,Utah,49,30774,226,492,10
7/13/2020,Utah,49,30282,216,730,1
7/12/2020,Utah,49,29552,215,481,3
7/11/2020,Utah,49,29071,212,619,5
7/10/2020,Utah,49,28452,207,820,2
7/9/2020,Utah,49,27632,205,711,4
7/8/2020,Utah,49,26921,201,718,7
7/7/2020,Utah,49,26203,194,550,4
7/6/2020,Utah,49,25653,190,648,6
7/5/2020,Utah,49,25005,184,288,3
7/4/2020,Utah,49,24717,181,647,0
7/3/2020,Utah,49,24070,181,604,5
7/2/2020,Utah,49,23466,176,602,3
7/1/2020,Utah,49,22864,173,500,1
6/30/2020,Utah,49,22364,172,546,4
6/29/2020,Utah,49,21818,168,663,1
6/28/2020,Utah,49,21155,167,420,0
6/27/2020,Utah,49,20735,167,517,1
6/26/2020,Utah,49,20218,166,674,2
6/25/2020,Utah,49,19544,164,629,1
6/24/2020,Utah,49,18915,163,461,0
6/23/2020,Utah,49,18454,163,419,5
6/22/2020,Utah,49,18035,158,468,0
6/21/2020,Utah,49,17567,158,394,3
6/20/2020,Utah,49,17173,155,588,0
6/19/2020,Utah,49,16585,155,570,3
6/18/2020,Utah,49,16015,152,551,3
6/17/2020,Utah,49,15464,149,387,4
6/16/2020,Utah,49,15077,145,320,2
6/15/2020,Utah,49,14757,143,444,4
6/14/2020,Utah,49,14313,139,252,0
6/13/2020,Utah,49,14061,139,380,0
6/12/2020,Utah,49,13681,139,315,8
6/11/2020,Utah,49,13366,131,384,3
6/10/2020,Utah,49,12982,128,343,1
6/9/2020,Utah,49,12639,127,261,3
6/8/2020,Utah,49,12378,124,294,3
6/7/2020,Utah,49,12084,121,218,0
6/6/2020,Utah,49,11866,121,522,1
6/5/2020,Utah,49,11344,120,486,3
6/4/2020,Utah,49,10858,117,300,0
6/3/2020,Utah,49,10558,117,321,4
6/2/2020,Utah,49,10237,113,211,0
6/1/2020,Utah,49,10026,113,197,0
5/31/2020,Utah,49,9829,113,278,1
5/30/2020,Utah,49,9551,112,269,5
5/29/2020,Utah,49,9282,107,329,1
5/28/2020,Utah,49,8953,106,243,1
5/27/2020,Utah,49,8710,105,88,4
5/26/2020,Utah,49,8622,101,101,3
5/25/2020,Utah,49,8521,98,129,1
5/24/2020,Utah,49,8392,97,132,0
5/23/2020,Utah,49,8260,97,203,4
5/22/2020,Utah,49,8057,93,181,1
5/21/2020,Utah,49,7876,92,159,2
5/20/2020,Utah,49,7717,90,187,2
5/19/2020,Utah,49,7530,88,146,8
5/18/2020,Utah,49,7384,80,146,0
5/17/2020,Utah,49,7238,80,170,2
5/16/2020,Utah,49,7068,78,138,1
5/15/2020,Utah,49,6930,77,170,1
5/14/2020,Utah,49,6760,76,136,0
5/13/2020,Utah,49,6624,76,170,3
5/12/2020,Utah,49,6454,73,90,5
5/11/2020,Utah,49,6364,68,113,1
5/10/2020,Utah,49,6251,67,148,1
5/9/2020,Utah,49,6103,66,184,5
5/8/2020,Utah,49,5919,61,195,0
5/7/2020,Utah,49,5724,61,119,2
5/6/2020,Utah,49,5605,59,156,3
5/5/2020,Utah,49,5449,56,123,6
5/4/2020,Utah,49,5326,50,151,0
5/3/2020,Utah,49,5175,50,194,1
5/2/2020,Utah,49,4981,49,152,3
5/1/2020,Utah,49,4829,46,157,0
4/30/2020,Utah,49,4672,46,173,1
4/29/2020,Utah,49,4499,45,156,0
4/28/2020,Utah,49,4343,45,107,4
4/27/2020,Utah,49,4236,41,113,0
4/26/2020,Utah,49,4123,41,173,0
4/25/2020,Utah,49,3950,41,168,2
4/24/2020,Utah,49,3782,39,161,4
4/23/2020,Utah,49,3621,35,170,1
4/22/2020,Utah,49,3451,34,150,2
4/21/2020,Utah,49,3301,32,88,4
4/20/2020,Utah,49,3213,28,142,1
4/19/2020,Utah,49,3071,27,129,2
